id,stageId,kanji,grade,questionType,question,choice1,choice2,choice3,choice4,correctAnswer,explanation
s5-q001,5,横,3,reading,「横」の読み方を選びなさい。,よこ,おう,よう,たて,0,横は「よこ」「おう」と読みます
s5-q002,5,屋,3,reading,「屋」の読み方を選びなさい。,や,おく,いえ,うち,0,屋は「や」「おく」と読みます
s5-q003,5,温,3,reading,「温」の読み方を選びなさい。,あたた,おん,ぬく,つめ,0,温は「あたた（かい）」「おん」と読みます
s5-q004,5,化,3,reading,「化」の読み方を選びなさい。,ば,か,け,へん,0,化は「ば（ける）」「か」「け」と読みます
s5-q005,5,荷,3,reading,「荷」の読み方を選びなさい。,に,か,にもつ,つみ,0,荷は「に」「か」と読みます
s5-q006,5,界,3,reading,「界」の読み方を選びなさい。,かい,さかい,せかい,きわ,0,界は「かい」と読みます
s5-q007,5,開,3,reading,「開」の読み方を選びなさい。,ひら,かい,あ,と,0,開は「ひら（く）」「かい」「あ（く）」と読みます
s5-q008,5,階,3,reading,「階」の読み方を選びなさい。,かい,きざはし,だん,そう,0,階は「かい」と読みます
s5-q009,5,寒,3,reading,「寒」の読み方を選びなさい。,さむ,かん,ひ,あつ,0,寒は「さむ（い）」「かん」と読みます
s5-q010,5,感,3,reading,「感」の読み方を選びなさい。,かん,かんが,おも,しん,0,感は「かん」と読みます
s5-q011,5,漢,3,reading,「漢」の読み方を選びなさい。,かん,から,おとこ,わ,0,漢は「かん」と読みます
s5-q012,5,館,3,reading,「館」の読み方を選びなさい。,かん,やかた,たて,てら,0,館は「かん」「やかた」と読みます
s5-q013,5,岸,3,reading,「岸」の読み方を選びなさい。,きし,がん,ふち,はま,0,岸は「きし」「がん」と読みます
s5-q014,5,起,3,reading,「起」の読み方を選びなさい。,お,き,た,ね,0,起は「お（きる）」「き」と読みます
s5-q015,5,期,3,reading,「期」の読み方を選びなさい。,き,ご,じ,とき,0,期は「き」「ご」と読みます
s5-q016,5,客,3,reading,「客」の読み方を選びなさい。,きゃく,かく,まろうど,きゃ,0,客は「きゃく」「かく」と読みます
s5-q017,5,究,3,reading,「究」の読み方を選びなさい。,きゅう,きわ,く,けん,0,究は「きゅう」「きわ（める）」と読みます
s5-q018,5,急,3,reading,「急」の読み方を選びなさい。,いそ,きゅう,せ,おそ,0,急は「いそ（ぐ）」「きゅう」と読みます
s5-q019,5,級,3,reading,「級」の読み方を選びなさい。,きゅう,くら,だん,そう,0,級は「きゅう」と読みます
s5-q020,5,宮,3,reading,「宮」の読み方を選びなさい。,みや,きゅう,ぐう,やしろ,0,宮は「みや」「きゅう」「ぐう」と読みます
s5-q021,5,化,3,bushu,「化」の部首の名前を選びなさい。,にんべん,か,ば,ひと,0,化の部首は「にんべん」です
s5-q022,5,館,3,bushu,「館」の部首の名前を選びなさい。,しょくへん,かん,やかた,たて,0,館の部首は「しょくへん」です
s5-q023,5,岸,3,bushu,「岸」の部首の名前を選びなさい。,やま,やまへん,きし,がん,0,岸の部首は「やま」です
s5-q024,5,漢,3,bushu,「漢」の部首の名前を選びなさい。,さんずい,かん,みず,から,0,漢の部首は「さんずい」です
s5-q025,5,決,3,bushu,「決」の部首の名前を選びなさい。,さんずい,けつ,き,みず,0,決の部首は「さんずい」です
s5-q026,5,研,3,bushu,「研」の部首の名前を選びなさい。,いしへん,けん,と,いし,0,研の部首は「いしへん」です
s5-q027,5,県,3,bushu,「県」の部首の名前を選びなさい。,め,めへん,けん,まなこ,0,県の部首は「め」です
s5-q028,5,向,3,bushu,「向」の部首の名前を選びなさい。,くち,くちへん,こう,むか,0,向の部首は「くち」です
s5-q029,5,開,3,okurigana,「開（　）」の正しい送り仮名を選びなさい。,く,ける,いて,じる,0,開くが正解です
s5-q030,5,起,3,okurigana,「起（　）」の正しい送り仮名を選びなさい。,きる,こる,こす,きない,0,起きるが正解です
s5-q031,5,急,3,okurigana,「急（　）」の正しい送り仮名を選びなさい。,ぐ,がす,いで,がない,0,急ぐが正解です
s5-q032,5,決,3,okurigana,「決（　）」の正しい送り仮名を選びなさい。,める,まる,めて,まって,0,決めるが正解です
s5-q033,5,研,3,okurigana,「研（　）」の正しい送り仮名を選びなさい。,ぐ,がす,いで,がない,0,研ぐが正解です
s5-q034,5,向,3,okurigana,「向（　）」の正しい送り仮名を選びなさい。,かう,く,こう,ける,0,向かうが正解です
s5-q035,5,開閉,3,antonym,「開」の対義語を選びなさい。,閉,始,終,停,0,開の反対は閉です
s5-q036,5,寒暑,3,antonym,「寒」の対義語を選びなさい。,暑,熱,温,涼,0,寒の反対は暑です
s5-q037,5,横縦,3,antonym,「横」の対義語を選びなさい。,縦,竪,立,直,0,横の反対は縦です
s5-q038,5,急緩,3,antonym,「急」の対義語を選びなさい。,緩,遅,慢,鈍,0,急の反対は緩です
s5-q039,5,軽重,3,antonym,「軽」の対義語を選びなさい。,重,重,大,強,0,軽の反対は重です
s5-q040,5,苦楽,3,antonym,「苦」の対義語を選びなさい。,楽,喜,幸,甘,0,苦の反対は楽です
s5-q041,5,球,3,homophone,「きゅう」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「野（　）。」,球,休,究,宮,0,野球の「球」です
s5-q042,5,去,3,homophone,「きょ」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「過（　）。」,去,居,拒,巨,0,過去の「去」です
s5-q043,5,橋,3,homophone,「きょう」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）を渡る。」,橋,京,強,教,0,渡るのは「橋」です
s5-q044,5,業,3,homophone,「ぎょう」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）務。」,業,漁,凝,仰,0,業務の「業」です
s5-q045,5,曲,3,homophone,「きょく」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）を聞く。」,曲,局,極,玉,0,聞くのは「曲」です
s5-q046,5,局,3,homophone,「きょく」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「郵便（　）。」,局,曲,極,玉,0,郵便局の「局」です
s5-q047,5,期間,3,compound,「期（　）」に入る漢字を選びなさい。,間,日,限,末,0,期間が正解です
s5-q048,5,客室,3,compound,「客（　）」に入る漢字を選びなさい。,室,間,席,車,0,客室が正解です
s5-q049,5,研究,3,compound,「研（　）」に入る漢字を選びなさい。,究,修,鑽,学,0,研究が正解です
s5-q050,5,急行,3,compound,「急（　）」に入る漢字を選びなさい。,行,ぐ,便,速,0,急行が正解です
s5-q051,5,銀,3,writing,「ぎん」を漢字で書いたものを選びなさい。,銀,金,鈴,錦,0,銀が正解です
s5-q052,5,区,3,writing,「く」を漢字で書いたものを選びなさい。,区,句,駆,苦,0,区が正解です
s5-q053,5,苦,3,writing,「く」を漢字で書いたものを選びなさい。,苦,区,句,駆,0,苦が正解です
s5-q054,5,具,3,writing,「ぐ」を漢字で書いたものを選びなさい。,具,愚,遇,偶,0,具が正解です
s5-q055,5,君,3,writing,「くん」を漢字で書いたものを選びなさい。,君,群,訓,勲,0,君が正解です
s5-q056,5,係,3,writing,「けい」を漢字で書いたものを選びなさい。,係,系,計,軽,0,係が正解です
s5-q057,5,軽,3,writing,「けい」を漢字で書いたものを選びなさい。,軽,経,計,径,0,軽が正解です
s5-q058,5,血,3,writing,「けつ」を漢字で書いたものを選びなさい。,血,穴,欠,決,0,血が正解です
s5-q059,5,決,3,writing,「けつ」を漢字で書いたものを選びなさい。,決,血,穴,欠,0,決が正解です
s5-q060,5,研,3,writing,「けん」を漢字で書いたものを選びなさい。,研,険,県,硯,0,研が正解です
s5-q061,5,県,3,writing,「けん」を漢字で書いたものを選びなさい。,県,研,険,硯,0,県が正解です
s5-q062,5,庫,3,writing,「こ」を漢字で書いたものを選びなさい。,庫,倉,蔵,個,0,庫が正解です
s5-q063,5,湖,3,writing,「こ」を漢字で書いたものを選びなさい。,湖,個,故,枯,0,湖が正解です
s5-q064,5,向,3,writing,「こう」を漢字で書いたものを選びなさい。,向,高,広,香,0,向が正解です
