id,stageId,kanji,grade,questionType,question,choice1,choice2,choice3,choice4,correctAnswer,explanation
s2-q001,2,日,1,reading,「日」の読み方を選びなさい。,ひ,にち,び,か,0,日は「ひ」「にち」「か」と読みます
s2-q002,2,入,1,reading,「入」の読み方を選びなさい。,にゅう,い,はい,で,0,入は「にゅう」「い（る）」「はい（る）」と読みます
s2-q003,2,年,1,reading,「年」の読み方を選びなさい。,ねん,とし,どし,さい,0,年は「ねん」「とし」と読みます
s2-q004,2,白,1,reading,「白」の読み方を選びなさい。,しろ,はく,びゃく,くろ,0,白は「しろ」「はく」「びゃく」と読みます
s2-q005,2,八,1,reading,「八」の読み方を選びなさい。,はち,や,やっ,きゅう,0,八は「はち」「や（っつ）」と読みます
s2-q006,2,百,1,reading,「百」の読み方を選びなさい。,ひゃく,びゃく,もも,せん,0,百は「ひゃく」「びゃく」と読みます
s2-q007,2,文,1,reading,「文」の読み方を選びなさい。,ぶん,もん,ふみ,ぶみ,0,文は「ぶん」「もん」「ふみ」と読みます
s2-q008,2,木,1,reading,「木」の読み方を選びなさい。,き,もく,ぼく,こ,0,木は「き」「もく」「ぼく」と読みます
s2-q009,2,本,1,reading,「本」の読み方を選びなさい。,ほん,もと,ぼん,ぽん,0,本は「ほん」「もと」と読みます
s2-q010,2,名,1,reading,「名」の読み方を選びなさい。,めい,みょう,な,ほん,0,名は「めい」「みょう」「な」と読みます
s2-q011,2,目,1,reading,「目」の読み方を選びなさい。,め,もく,ぼく,まなこ,0,目は「め」「もく」と読みます
s2-q012,2,立,1,reading,「立」の読み方を選びなさい。,りつ,りゅう,た,だ,0,立は「りつ」「りゅう」「た（つ）」と読みます
s2-q013,2,力,1,reading,「力」の読み方を選びなさい。,ちから,りょく,りき,ぢから,0,力は「ちから」「りょく」「りき」と読みます
s2-q014,2,林,1,reading,「林」の読み方を選びなさい。,りん,はやし,ばやし,もり,0,林は「りん」「はやし」と読みます
s2-q015,2,六,1,reading,「六」の読み方を選びなさい。,ろく,りく,む,むっ,0,六は「ろく」「む（っつ）」と読みます
s2-q016,2,引,2,reading,「引」の読み方を選びなさい。,ひ,いん,ひ,び,0,引は「ひ（く）」「いん」と読みます
s2-q017,2,羽,2,reading,「羽」の読み方を選びなさい。,はね,う,わ,ば,0,羽は「はね」「う」「わ」と読みます
s2-q018,2,雲,2,reading,「雲」の読み方を選びなさい。,くも,うん,ぐも,そら,0,雲は「くも」「うん」と読みます
s2-q019,2,園,2,reading,「園」の読み方を選びなさい。,えん,その,おん,にわ,0,園は「えん」「その」と読みます
s2-q020,2,遠,2,reading,「遠」の読み方を選びなさい。,とお,えん,おん,ちか,0,遠は「とお（い）」「えん」「おん」と読みます
s2-q021,2,日,1,bushu,「日」の部首の名前を選びなさい。,ひ,にち,ひへん,にちへん,0,日の部首は「ひ」です
s2-q022,2,木,1,bushu,「木」の部首の名前を選びなさい。,き,きへん,もく,ぼく,0,木の部首は「き」です
s2-q023,2,林,1,bushu,「林」の部首の名前を選びなさい。,き,きへん,もく,はやし,0,林の部首は「き」です
s2-q024,2,力,1,bushu,「力」の部首の名前を選びなさい。,ちから,りき,りょく,ちからづくり,0,力の部首は「ちから」です
s2-q025,2,羽,2,bushu,「羽」の部首の名前を選びなさい。,はね,う,わ,とり,0,羽の部首は「はね」です
s2-q026,2,引,2,bushu,「引」の部首の名前を選びなさい。,ゆみ,ゆみへん,ひ,いん,0,引の部首は「ゆみ」です
s2-q027,2,夏,2,bushu,「夏」の部首の名前を選びなさい。,ふゆがしら,なつ,か,げ,0,夏の部首は「ふゆがしら」です
s2-q028,2,何,2,bushu,「何」の部首の名前を選びなさい。,にんべん,ひと,なに,か,0,何の部首は「にんべん」です
s2-q029,2,立,1,okurigana,「立（　）」の正しい送り仮名を選びなさい。,つ,てる,ち,たす,0,立つが正解です
s2-q030,2,入,1,okurigana,「入（　）」の正しい送り仮名を選びなさい。,る,れる,り,らない,0,入るが正解です
s2-q031,2,引,2,okurigana,「引（　）」の正しい送り仮名を選びなさい。,く,ける,かす,きる,0,引くが正解です
