id,stageId,kanji,grade,questionType,question,choice1,choice2,choice3,choice4,correctAnswer,explanation
s1-q001,1,一,1,reading,「一」の読み方を選びなさい。,いち,に,さん,し,0,一は「いち」「ひと（つ）」と読みます
s1-q002,1,右,1,reading,「右」の読み方を選びなさい。,みぎ,ひだり,うえ,した,0,右は「みぎ」と読みます
s1-q003,1,雨,1,reading,「雨」の読み方を選びなさい。,あめ,うめ,あま,ゆき,0,雨は「あめ」と読みます
s1-q004,1,円,1,reading,「円」の読み方を選びなさい。,えん,まる,わ,きん,0,円は「えん」「まる」と読みます
s1-q005,1,王,1,reading,「王」の読み方を選びなさい。,おう,きみ,きん,しゅ,0,王は「おう」と読みます
s1-q006,1,音,1,reading,「音」の読み方を選びなさい。,おと,ね,こえ,うた,0,音は「おと」「ね」と読みます
s1-q007,1,下,1,reading,「下」の読み方を選びなさい。,した,か,うえ,なか,0,下は「した」「か」「くだ（る）」と読みます
s1-q008,1,火,1,reading,「火」の読み方を選びなさい。,ひ,か,み,つち,0,火は「ひ」「か」と読みます
s1-q009,1,花,1,reading,「花」の読み方を選びなさい。,はな,か,ばな,くさ,0,花は「はな」と読みます
s1-q010,1,貝,1,reading,「貝」の読み方を選びなさい。,かい,がい,ばい,から,0,貝は「かい」と読みます
s1-q011,1,学,1,reading,「学」の読み方を選びなさい。,がく,がっ,まな,べん,0,学は「がく」「まな（ぶ）」と読みます
s1-q012,1,気,1,reading,「気」の読み方を選びなさい。,き,け,いき,あめ,0,気は「き」「け」と読みます
s1-q013,1,九,1,reading,「九」の読み方を選びなさい。,きゅう,く,ここの,なな,0,九は「きゅう」「く」「ここの（つ）」と読みます
s1-q014,1,休,1,reading,「休」の読み方を選びなさい。,きゅう,やす,いこ,ねむ,0,休は「きゅう」「やす（む）」と読みます
s1-q015,1,玉,1,reading,「玉」の読み方を選びなさい。,たま,ぎょく,きん,おう,0,玉は「たま」「ぎょく」と読みます
s1-q016,1,金,1,reading,「金」の読み方を選びなさい。,きん,かね,がね,ぎん,0,金は「きん」「かね」と読みます
s1-q017,1,空,1,reading,「空」の読み方を選びなさい。,そら,くう,あ,から,0,空は「そら」「くう」「あ（く）」と読みます
s1-q018,1,月,1,reading,「月」の読み方を選びなさい。,つき,がつ,げつ,ひ,0,月は「つき」「がつ」「げつ」と読みます
s1-q019,1,犬,1,reading,「犬」の読み方を選びなさい。,いぬ,けん,ねこ,とり,0,犬は「いぬ」「けん」と読みます
s1-q020,1,見,1,reading,「見」の読み方を選びなさい。,み,けん,め,しょう,0,見は「み（る）」「けん」と読みます
s1-q021,1,火,1,bushu,「火」の部首の名前を選びなさい。,ひ,れっか,ひへん,か,0,火の部首は「ひ」です
s1-q022,1,花,1,bushu,「花」の部首の名前を選びなさい。,くさかんむり,はなへん,そうこう,きへん,0,花の部首は「くさかんむり」です
