id,stageId,kanji,grade,questionType,question,choice1,choice2,choice3,choice4,correctAnswer,explanation
s8-q001,8,位,4,reading,「位」の読み方を選びなさい。,い,くらい,ぐらい,ばん,0,位は「い」「くらい」と読みます
s8-q002,8,茨,4,reading,「茨」の読み方を選びなさい。,いばら,ばら,し,とげ,0,茨は「いばら」と読みます
s8-q003,8,印,4,reading,「印」の読み方を選びなさい。,いん,しるし,しる,ばん,0,印は「いん」「しるし」と読みます
s8-q004,8,英,4,reading,「英」の読み方を選びなさい。,えい,はな,ひで,よ,0,英は「えい」と読みます
s8-q005,8,栄,4,reading,「栄」の読み方を選びなさい。,えい,さか,は,ほまれ,0,栄は「えい」「さか（える）」と読みます
s8-q006,8,媛,4,reading,「媛」の読み方を選びなさい。,えん,ひめ,め,おんな,0,媛は「えん」「ひめ」と読みます
s8-q007,8,塩,4,reading,「塩」の読み方を選びなさい。,しお,えん,あん,しょう,0,塩は「しお」「えん」と読みます
s8-q008,8,岡,4,reading,「岡」の読み方を選びなさい。,おか,こう,お,やま,0,岡は「おか」「こう」と読みます
s8-q009,8,億,4,reading,「億」の読み方を選びなさい。,おく,よく,えき,ちょう,0,億は「おく」と読みます
s8-q010,8,加,4,reading,「加」の読み方を選びなさい。,くわ,か,た,ます,0,加は「くわ（える）」「か」と読みます
s8-q011,8,果,4,reading,「果」の読み方を選びなさい。,は,か,み,たね,0,果は「は（たす）」「か」と読みます
s8-q012,8,貨,4,reading,「貨」の読み方を選びなさい。,か,たから,もの,ぶつ,0,貨は「か」と読みます
s8-q013,8,課,4,reading,「課」の読み方を選びなさい。,か,わりあて,はか,だん,0,課は「か」と読みます
s8-q014,8,芽,4,reading,「芽」の読み方を選びなさい。,め,が,ばえ,ほ,0,芽は「め」「が」と読みます
s8-q015,8,賀,4,reading,「賀」の読み方を選びなさい。,が,よろこ,いわ,しゅく,0,賀は「が」と読みます
s8-q016,8,改,4,reading,「改」の読み方を選びなさい。,あらた,かい,か,なお,0,改は「あらた（める）」「かい」と読みます
s8-q017,8,械,4,reading,「械」の読み方を選びなさい。,かい,からくり,き,けい,0,械は「かい」と読みます
s8-q018,8,害,4,reading,「害」の読み方を選びなさい。,がい,そこ,わざわ,やぶ,0,害は「がい」と読みます
s8-q019,8,街,4,reading,「街」の読み方を選びなさい。,まち,がい,かい,とお,0,街は「まち」「がい」「かい」と読みます
s8-q020,8,各,4,reading,「各」の読み方を選びなさい。,おのおの,かく,こ,どれ,0,各は「おのおの」「かく」と読みます
s8-q021,8,印,4,bushu,「印」の部首の名前を選びなさい。,ふしづくり,いん,しるし,わ,0,印の部首は「ふしづくり」です
s8-q022,8,英,4,bushu,「英」の部首の名前を選びなさい。,くさかんむり,えい,はな,き,0,英の部首は「くさかんむり」です
s8-q023,8,栄,4,bushu,「栄」の部首の名前を選びなさい。,き,きへん,えい,さか,0,栄の部首は「き」です
s8-q024,8,塩,4,bushu,「塩」の部首の名前を選びなさい。,つち,つちへん,しお,えん,0,塩の部首は「つち」です
s8-q025,8,岡,4,bushu,「岡」の部首の名前を選びなさい。,やま,やまへん,おか,こう,0,岡の部首は「やま」です
s8-q026,8,加,4,bushu,「加」の部首の名前を選びなさい。,ちから,りき,くわ,か,0,加の部首は「ちから」です
s8-q027,8,芽,4,bushu,「芽」の部首の名前を選びなさい。,くさかんむり,め,が,き,0,芽の部首は「くさかんむり」です
s8-q028,8,改,4,bushu,「改」の部首の名前を選びなさい。,とまた,ぼくにょう,あらた,かい,0,改の部首は「とまた」です
s8-q029,8,栄,4,okurigana,「栄（　）」の正しい送り仮名を選びなさい。,える,え,やす,さかえ,0,栄えるが正解です
s8-q030,8,加,4,okurigana,「加（　）」の正しい送り仮名を選びなさい。,える,わる,わえて,えて,0,加えるが正解です
s8-q031,8,果,4,okurigana,「果（　）」の正しい送り仮名を選びなさい。,たす,てる,たして,たさない,0,果たすが正解です
s8-q032,8,改,4,okurigana,「改（　）」の正しい送り仮名を選びなさい。,める,まる,めて,まって,0,改めるが正解です
s8-q033,8,害,4,okurigana,「害（　）」の正しい送り仮名を選びなさい。,する,す,して,さない,0,害するが正解です
s8-q034,8,覚,4,okurigana,「覚（　）」の正しい送り仮名を選びなさい。,える,ます,えて,ますて,0,覚えるが正解です
s8-q035,8,加減,4,antonym,「加」の対義語を選びなさい。,減,引,除,退,0,加の反対は減です
s8-q036,8,完欠,4,antonym,「完」の対義語を選びなさい。,欠,不,未,半,0,完の反対は欠です
s8-q037,8,官民,4,antonym,「官」の対義語を選びなさい。,民,私,公,個,0,官の反対は民です
s8-q038,8,固軟,4,antonym,「固」の対義語を選びなさい。,軟,柔,緩,軽,0,固の反対は軟です
s8-q039,8,好悪,4,antonym,「好」の対義語を選びなさい。,悪,嫌,憎,悪,0,好の反対は悪です
s8-q040,8,康病,4,antonym,「康」の対義語を選びなさい。,病,健,弱,疾,0,康の反対は病です
s8-q041,8,覚,4,homophone,「かく」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）える。」,覚,角,各,格,0,覚えるの「覚」です
s8-q042,8,完,4,homophone,「かん」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）全。」,完,完,官,間,0,完全の「完」です
s8-q043,8,官,4,homophone,「かん」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）公庁。」,官,完,館,間,0,官公庁の「官」です
s8-q044,8,管,4,homophone,「かん」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）理。」,管,完,官,間,0,管理の「管」です
s8-q045,8,関,4,homophone,「かん」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）係。」,関,完,官,間,0,関係の「関」です
s8-q046,8,観,4,homophone,「かん」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）察。」,観,完,官,間,0,観察の「観」です
s8-q047,8,加工,4,compound,「加（　）」に入る漢字を選びなさい。,工,減,算,力,0,加工が正解です
s8-q048,8,果実,4,compound,「果（　）」に入る漢字を選びなさい。,実,物,汁,樹,0,果実が正解です
s8-q049,8,改正,4,compound,「改（　）」に入る漢字を選びなさい。,正,善,革,定,0,改正が正解です
s8-q050,8,観察,4,compound,「観（　）」に入る漢字を選びなさい。,察,測,看,視,0,観察が正解です
s8-q051,8,願,4,writing,「がん」を漢字で書いたものを選びなさい。,願,顔,頑,岸,0,願が正解です
s8-q052,8,希,4,writing,「き」を漢字で書いたものを選びなさい。,希,稀,紀,気,0,希が正解です
s8-q053,8,季,4,writing,「き」を漢字で書いたものを選びなさい。,季,紀,気,希,0,季が正解です
s8-q054,8,紀,4,writing,「き」を漢字で書いたものを選びなさい。,紀,季,気,希,0,紀が正解です
s8-q055,8,徳,4,writing,「とく」を漢字で書いたものを選びなさい。,徳,得,德,督,0,徳が正解です
s8-q056,8,県,4,writing,「けん」を漢字で書いたものを選びなさい。,県,懸,圏,券,0,県が正解です
s8-q057,8,軍,4,writing,「ぐん」を漢字で書いたものを選びなさい。,軍,群,郡,君,0,軍が正解です
s8-q058,8,郡,4,writing,「ぐん」を漢字で書いたものを選びなさい。,郡,軍,群,君,0,郡が正解です
s8-q059,8,径,4,writing,「けい」を漢字で書いたものを選びなさい。,径,経,系,計,0,径が正解です
s8-q060,8,型,4,writing,「けい」を漢字で書いたものを選びなさい。,型,形,刑,系,0,型が正解です
s8-q061,8,景,4,writing,「けい」を漢字で書いたものを選びなさい。,景,影,警,敬,0,景が正解です
s8-q062,8,芸,4,writing,「げい」を漢字で書いたものを選びなさい。,芸,藝,迎,鯨,0,芸が正解です
s8-q063,8,欠,4,writing,「けつ」を漢字で書いたものを選びなさい。,欠,決,血,穴,0,欠が正解です
s8-q064,8,結,4,writing,「けつ」を漢字で書いたものを選びなさい。,結,決,血,穴,0,結が正解です
