id,stageId,kanji,grade,questionType,question,choice1,choice2,choice3,choice4,correctAnswer,explanation
s6-q001,6,酒,3,reading,「酒」の読み方を選びなさい。,さけ,しゅ,さか,みき,0,酒は「さけ」「しゅ」と読みます
s6-q002,6,受,3,reading,「受」の読み方を選びなさい。,う,じゅ,ず,さず,0,受は「う（ける）」「じゅ」と読みます
s6-q003,6,州,3,reading,「州」の読み方を選びなさい。,しゅう,す,くに,しま,0,州は「しゅう」「す」と読みます
s6-q004,6,拾,3,reading,「拾」の読み方を選びなさい。,ひろ,しゅう,じゅう,す,0,拾は「ひろ（う）」「しゅう」「じゅう」と読みます
s6-q005,6,終,3,reading,「終」の読み方を選びなさい。,お,しゅう,つい,は,0,終は「お（わる）」「しゅう」と読みます
s6-q006,6,習,3,reading,「習」の読み方を選びなさい。,なら,しゅう,しゅ,まな,0,習は「なら（う）」「しゅう」と読みます
s6-q007,6,集,3,reading,「集」の読み方を選びなさい。,あつ,しゅう,つど,あつま,0,集は「あつ（まる）」「しゅう」と読みます
s6-q008,6,住,3,reading,「住」の読み方を選びなさい。,す,じゅう,すま,い,0,住は「す（む）」「じゅう」と読みます
s6-q009,6,重,3,reading,「重」の読み方を選びなさい。,おも,じゅう,ちょう,かさ,0,重は「おも（い）」「じゅう」「ちょう」と読みます
s6-q010,6,宿,3,reading,「宿」の読み方を選びなさい。,やど,しゅく,しゅう,とま,0,宿は「やど」「しゅく」と読みます
s6-q011,6,所,3,reading,「所」の読み方を選びなさい。,ところ,しょ,じょ,どころ,0,所は「ところ」「しょ」と読みます
s6-q012,6,暑,3,reading,「暑」の読み方を選びなさい。,あつ,しょ,さむ,ひ,0,暑は「あつ（い）」「しょ」と読みます
s6-q013,6,助,3,reading,「助」の読み方を選びなさい。,たす,じょ,すけ,ず,0,助は「たす（ける）」「じょ」「すけ」と読みます
s6-q014,6,昭,3,reading,「昭」の読み方を選びなさい。,しょう,あき,てる,あきら,0,昭は「しょう」と読みます
s6-q015,6,消,3,reading,「消」の読み方を選びなさい。,け,しょう,き,う,0,消は「け（す）」「しょう」と読みます
s6-q016,6,商,3,reading,「商」の読み方を選びなさい。,しょう,あきな,あき,ばい,0,商は「しょう」「あきな（う）」と読みます
s6-q017,6,章,3,reading,「章」の読み方を選びなさい。,しょう,あや,ふみ,ぶん,0,章は「しょう」と読みます
s6-q018,6,勝,3,reading,「勝」の読み方を選びなさい。,か,しょう,ま,ぞ,0,勝は「か（つ）」「しょう」と読みます
s6-q019,6,乗,3,reading,「乗」の読み方を選びなさい。,の,じょう,ぞう,こ,0,乗は「の（る）」「じょう」と読みます
s6-q020,6,植,3,reading,「植」の読み方を選びなさい。,う,しょく,え,た,0,植は「う（える）」「しょく」と読みます
s6-q021,6,酒,3,bushu,「酒」の部首の名前を選びなさい。,さんずい,さけ,しゅ,みず,0,酒の部首は「さんずい」です
s6-q022,6,集,3,bushu,「集」の部首の名前を選びなさい。,ふるとり,しゅう,とり,あつ,0,集の部首は「ふるとり」です
s6-q023,6,住,3,bushu,「住」の部首の名前を選びなさい。,にんべん,す,じゅう,ひと,0,住の部首は「にんべん」です
s6-q024,6,助,3,bushu,「助」の部首の名前を選びなさい。,ちから,たす,じょ,りき,0,助の部首は「ちから」です
s6-q025,6,消,3,bushu,「消」の部首の名前を選びなさい。,さんずい,け,しょう,みず,0,消の部首は「さんずい」です
s6-q026,6,植,3,bushu,「植」の部首の名前を選びなさい。,きへん,う,しょく,き,0,植の部首は「きへん」です
s6-q027,6,身,3,bushu,「身」の部首の名前を選びなさい。,み,みへん,しん,からだ,0,身の部首は「み」です
s6-q028,6,進,3,bushu,「進」の部首の名前を選びなさい。,しんにょう,すす,しん,みち,0,進の部首は「しんにょう」です
s6-q029,6,終,3,okurigana,「終（　）」の正しい送り仮名を選びなさい。,わる,える,わり,わって,0,終わるが正解です
s6-q030,6,習,3,okurigana,「習（　）」の正しい送り仮名を選びなさい。,う,わす,って,える,0,習うが正解です
s6-q031,6,集,3,okurigana,「集（　）」の正しい送り仮名を選びなさい。,まる,める,めて,まって,0,集まるが正解です
s6-q032,6,住,3,okurigana,「住（　）」の正しい送り仮名を選びなさい。,む,まう,める,んで,0,住むが正解です
s6-q033,6,助,3,okurigana,「助（　）」の正しい送り仮名を選びなさい。,ける,かる,けて,かって,0,助けるが正解です
s6-q034,6,消,3,okurigana,「消（　）」の正しい送り仮名を選びなさい。,す,える,して,えて,0,消すが正解です
s6-q035,6,始終,3,antonym,「始」の対義語を選びなさい。,終,末,止,果,0,始の反対は終です
s6-q036,6,軽重,3,antonym,「軽」の対義語を選びなさい。,重,重,大,強,0,軽の反対は重です
s6-q037,6,暑寒,3,antonym,「暑」の対義語を選びなさい。,寒,冷,涼,寒,0,暑の反対は寒です
s6-q038,6,勝負,3,antonym,「勝」の対義語を選びなさい。,負,敗,損,失,0,勝の反対は負です
s6-q039,6,深浅,3,antonym,「深」の対義語を選びなさい。,浅,薄,低,短,0,深の反対は浅です
s6-q040,6,進退,3,antonym,「進」の対義語を選びなさい。,退,後,戻,返,0,進の反対は退です
s6-q041,6,申,3,homophone,「しん」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）し込む。」,申,伸,神,真,0,申し込むの「申」です
s6-q042,6,身,3,homophone,「しん」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）体。」,身,伸,神,真,0,身体の「身」です
s6-q043,6,神,3,homophone,「しん」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）社。」,神,伸,申,真,0,神社の「神」です
s6-q044,6,真,3,homophone,「しん」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）実。」,真,伸,申,神,0,真実の「真」です
s6-q045,6,深,3,homophone,「しん」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）い。」,深,伸,申,神,0,深いの「深」です
s6-q046,6,進,3,homophone,「しん」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）む。」,進,伸,申,神,0,進むの「進」です
s6-q047,6,終始,3,compound,「終（　）」に入る漢字を選びなさい。,始,了,点,末,0,終始が正解です
s6-q048,6,住所,3,compound,「住（　）」に入る漢字を選びなさい。,所,宅,居,家,0,住所が正解です
s6-q049,6,商品,3,compound,「商（　）」に入る漢字を選びなさい。,品,店,売,業,0,商品が正解です
s6-q050,6,植物,3,compound,「植（　）」に入る漢字を選びなさい。,物,木,林,園,0,植物が正解です
s6-q051,6,幸,3,writing,「こう」を漢字で書いたものを選びなさい。,幸,幻,辛,報,0,幸が正解です
s6-q052,6,港,3,writing,「こう」を漢字で書いたものを選びなさい。,港,講,鋼,江,0,港が正解です
s6-q053,6,号,3,writing,「ごう」を漢字で書いたものを選びなさい。,号,合,豪,拷,0,号が正解です
s6-q054,6,根,3,writing,「こん」を漢字で書いたものを選びなさい。,根,今,混,懇,0,根が正解です
s6-q055,6,祭,3,writing,「さい」を漢字で書いたものを選びなさい。,祭,際,菜,採,0,祭が正解です
s6-q056,6,皿,3,writing,「さら」を漢字で書いたものを選びなさい。,皿,更,盾,血,0,皿が正解です
s6-q057,6,仕,3,writing,「し」を漢字で書いたものを選びなさい。,仕,士,使,死,0,仕が正解です
s6-q058,6,死,3,writing,「し」を漢字で書いたものを選びなさい。,死,士,仕,使,0,死が正解です
s6-q059,6,使,3,writing,「し」を漢字で書いたものを選びなさい。,使,士,仕,死,0,使が正解です
s6-q060,6,始,3,writing,「し」を漢字で書いたものを選びなさい。,始,台,治,冶,0,始が正解です
s6-q061,6,指,3,writing,「し」を漢字で書いたものを選びなさい。,指,旨,脂,紫,0,指が正解です
s6-q062,6,歯,3,writing,「し」を漢字で書いたものを選びなさい。,歯,齢,柵,函,0,歯が正解です
s6-q063,6,詩,3,writing,「し」を漢字で書いたものを選びなさい。,詩,寺,時,持,0,詩が正解です
s6-q064,6,次,3,writing,「じ」を漢字で書いたものを選びなさい。,次,時,自,字,0,次が正解です
