id,stageId,kanji,grade,questionType,question,choice1,choice2,choice3,choice4,correctAnswer,explanation
s3-q001,3,光,2,reading,「光」の読み方を選びなさい。,ひかり,こう,みつ,あかり,0,光は「ひかり」「こう」と読みます
s3-q002,3,考,2,reading,「考」の読み方を選びなさい。,かんが,こう,かえ,おも,0,考は「かんが（える）」「こう」と読みます
s3-q003,3,行,2,reading,「行」の読み方を選びなさい。,い,こう,ぎょう,ゆ,0,行は「い（く）」「こう」「ぎょう」「ゆ（く）」と読みます
s3-q004,3,高,2,reading,「高」の読み方を選びなさい。,たか,こう,だか,ひく,0,高は「たか（い）」「こう」と読みます
s3-q005,3,黄,2,reading,「黄」の読み方を選びなさい。,き,こう,おう,あか,0,黄は「き」「こう」「おう」と読みます
s3-q006,3,合,2,reading,「合」の読み方を選びなさい。,あ,ごう,がっ,かっ,0,合は「あ（う）」「ごう」「がっ」と読みます
s3-q007,3,谷,2,reading,「谷」の読み方を選びなさい。,たに,こく,や,さわ,0,谷は「たに」「こく」と読みます
s3-q008,3,国,2,reading,「国」の読み方を選びなさい。,くに,こく,ごく,かた,0,国は「くに」「こく」と読みます
s3-q009,3,黒,2,reading,「黒」の読み方を選びなさい。,くろ,こく,ぐろ,しろ,0,黒は「くろ」「こく」と読みます
s3-q010,3,今,2,reading,「今」の読み方を選びなさい。,いま,こん,きん,ごん,0,今は「いま」「こん」「きん」と読みます
s3-q011,3,才,2,reading,「才」の読み方を選びなさい。,さい,ざい,とし,ねん,0,才は「さい」と読みます
s3-q012,3,細,2,reading,「細」の読み方を選びなさい。,ほそ,さい,こま,ふと,0,細は「ほそ（い）」「さい」と読みます
s3-q013,3,作,2,reading,「作」の読み方を選びなさい。,つく,さく,さ,つか,0,作は「つく（る）」「さく」「さ」と読みます
s3-q014,3,算,2,reading,「算」の読み方を選びなさい。,さん,そろ,けい,すう,0,算は「さん」と読みます
s3-q015,3,止,2,reading,「止」の読み方を選びなさい。,と,し,や,どま,0,止は「と（まる）」「し」と読みます
s3-q016,3,市,2,reading,「市」の読み方を選びなさい。,し,いち,まち,とし,0,市は「し」「いち」と読みます
s3-q017,3,矢,2,reading,「矢」の読み方を選びなさい。,や,し,ゆみ,てつ,0,矢は「や」「し」と読みます
s3-q018,3,姉,2,reading,「姉」の読み方を選びなさい。,あね,し,ねえ,いもうと,0,姉は「あね」「し」と読みます
s3-q019,3,思,2,reading,「思」の読み方を選びなさい。,おも,し,もう,かんが,0,思は「おも（う）」「し」と読みます
s3-q020,3,紙,2,reading,「紙」の読み方を選びなさい。,かみ,し,がみ,ぬの,0,紙は「かみ」「し」と読みます
s3-q021,3,光,2,bushu,「光」の部首の名前を選びなさい。,ひ,ひかり,にんにょう,こう,0,光の部首は「ひ」です
s3-q022,3,考,2,bushu,「考」の部首の名前を選びなさい。,おいかんむり,かんが,こう,しにょう,0,考の部首は「おいかんむり」です
s3-q023,3,国,2,bushu,「国」の部首の名前を選びなさい。,くにがまえ,くに,こく,かこい,0,国の部首は「くにがまえ」です
s3-q024,3,紙,2,bushu,「紙」の部首の名前を選びなさい。,いとへん,かみ,し,きへん,0,紙の部首は「いとへん」です
s3-q025,3,時,2,bushu,「時」の部首の名前を選びなさい。,ひへん,とき,じ,にちへん,0,時の部首は「ひへん」です
s3-q026,3,心,2,bushu,「心」の部首の名前を選びなさい。,こころ,りっしんべん,したごころ,しん,0,心の部首は「こころ」です
s3-q027,3,親,2,bushu,「親」の部首の名前を選びなさい。,みる,め,おや,しん,0,親の部首は「みる」です
s3-q028,3,数,2,bushu,「数」の部首の名前を選びなさい。,とまた,すう,かず,ぼくにょう,0,数の部首は「とまた」です
s3-q029,3,止,2,okurigana,「止（　）」の正しい送り仮名を選びなさい。,まる,める,む,まり,0,止まるが正解です
s3-q030,3,作,2,okurigana,「作（　）」の正しい送り仮名を選びなさい。,る,らす,って,ろう,0,作るが正解です
s3-q031,3,思,2,okurigana,「思（　）」の正しい送り仮名を選びなさい。,う,える,い,わす,0,思うが正解です
s3-q032,3,切,2,okurigana,「切（　）」の正しい送り仮名を選びなさい。,る,れる,って,らす,0,切るが正解です
s3-q033,3,走,2,okurigana,「走（　）」の正しい送り仮名を選びなさい。,る,らす,って,れる,0,走るが正解です
s3-q034,3,知,2,okurigana,「知（　）」の正しい送り仮名を選びなさい。,る,らす,れる,らせる,0,知るが正解です
s3-q035,3,高低,2,antonym,「高」の対義語を選びなさい。,低,短,浅,小,0,高の反対は低です
s3-q036,3,前後,2,antonym,「前」の対義語を選びなさい。,後,裏,次,先,0,前の反対は後です
s3-q037,3,多少,2,antonym,「多」の対義語を選びなさい。,少,小,低,細,0,多の反対は少です
s3-q038,3,長短,2,antonym,「長」の対義語を選びなさい。,短,低,小,細,0,長の反対は短です
s3-q039,3,新古,2,antonym,「新」の対義語を選びなさい。,古,旧,老,昔,0,新の反対は古です
s3-q040,3,朝夕,2,antonym,「朝」の対義語を選びなさい。,夕,夜,晩,昼,0,朝の反対は夕です
s3-q041,3,市,2,homophone,「し」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）役所。」,市,四,死,詩,0,役所があるのは「市」です
s3-q042,3,社,2,homophone,「しゃ」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「会（　）。」,社,者,車,写,0,会社の「社」です
s3-q043,3,図,2,homophone,「ず」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「地（　）。」,図,頭,豆,図,0,地図の「図」です
s3-q044,3,声,2,homophone,「こえ」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）をかける。」,声,肥,超,越,0,かけるのは「声」です
s3-q045,3,星,2,homophone,「ほし」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）を見る。」,星,干,欲,乾,0,見るのは「星」です
s3-q046,3,晴,2,homophone,「はれ」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）の日。」,晴,腫,張,貼,0,天気が良いのは「晴」です
s3-q047,3,算数,2,compound,「算（　）」に入る漢字を選びなさい。,数,学,計,式,0,算数が正解です
s3-q048,3,作文,2,compound,「作（　）」に入る漢字を選びなさい。,文,業,品,家,0,作文が正解です
s3-q049,3,親子,2,compound,「親（　）」に入る漢字を選びなさい。,子,父,母,友,0,親子が正解です
s3-q050,3,心配,2,compound,「心（　）」に入る漢字を選びなさい。,配,配,情,理,0,心配が正解です
s3-q051,3,寺,2,writing,「てら」を漢字で書いたものを選びなさい。,寺,時,詩,持,0,寺が正解です
s3-q052,3,自,2,writing,「じ」を漢字で書いたものを選びなさい。,自,字,事,次,0,自が正解です
s3-q053,3,時,2,writing,「じ」を漢字で書いたものを選びなさい。,時,寺,詩,持,0,時が正解です
s3-q054,3,室,2,writing,「しつ」を漢字で書いたものを選びなさい。,室,失,質,湿,0,室が正解です
s3-q055,3,社,2,writing,「しゃ」を漢字で書いたものを選びなさい。,社,者,車,写,0,社が正解です
s3-q056,3,弱,2,writing,「じゃく」を漢字で書いたものを選びなさい。,弱,若,雀,弓,0,弱が正解です
s3-q057,3,首,2,writing,「くび」を漢字で書いたものを選びなさい。,首,頭,道,導,0,首が正解です
s3-q058,3,秋,2,writing,「あき」を漢字で書いたものを選びなさい。,秋,秒,和,空,0,秋が正解です
s3-q059,3,週,2,writing,「しゅう」を漢字で書いたものを選びなさい。,週,周,州,修,0,週が正解です
s3-q060,3,春,2,writing,「はる」を漢字で書いたものを選びなさい。,春,晴,張,治,0,春が正解です
s3-q061,3,書,2,writing,「しょ」を漢字で書いたものを選びなさい。,書,所,署,暑,0,書が正解です
s3-q062,3,少,2,writing,「しょう」を漢字で書いたものを選びなさい。,少,小,省,消,0,少が正解です
s3-q063,3,場,2,writing,「ば」を漢字で書いたものを選びなさい。,場,馬,葉,庭,0,場が正解です
s3-q064,3,色,2,writing,「いろ」を漢字で書いたものを選びなさい。,色,彩,絵,柄,0,色が正解です
